instant_hourly,dteday,season_hourly,yr_hourly,mnth_hourly,hr,holiday_hourly,weekday_hourly,workingday_hourly,weathersit_hourly,temp_hourly,atemp_hourly,hum_hourly,windspeed_hourly,casual_hourly,registered_hourly,cnt_hourly,instant_daily,season_daily,yr_daily,mnth_daily,holiday_daily,weekday_daily,workingday_daily,weathersit_daily,temp_daily,atemp_daily,hum_daily,windspeed_daily,casual_daily,registered_daily,cnt_daily
8382,2011-12-20,4,0,12,21,0,2,1,1,0.36,0.3636,0.66,0.0896,4,139,143,354,4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,216,3534,3750
8383,2011-12-20,4,0,12,22,0,2,1,2,0.36,0.3788,0.66,0.0,3,104,107,354,4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,216,3534,3750
8384,2011-12-20,4,0,12,23,0,2,1,2,0.38,0.3939,0.62,0.0,13,40,53,354,4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,216,3534,3750
8385,2011-12-21,1,0,12,0,0,3,1,2,0.34,0.3333,0.71,0.1343,7,18,25,355,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660
8386,2011-12-21,1,0,12,1,0,3,1,2,0.36,0.3636,0.66,0.1045,1,10,11,355,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660
8387,2011-12-21,1,0,12,2,0,3,1,2,0.36,0.3788,0.71,0.0,0,4,4,355,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660
8388,2011-12-21,1,0,12,3,0,3,1,2,0.36,0.3788,0.71,0.0,0,2,2,355,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660
8389,2011-12-21,1,0,12,4,0,3,1,2,0.36,0.3788,0.71,0.0,0,2,2,355,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660
8390,2011-12-21,1,0,12,5,0,3,1,2,0.38,0.3939,0.82,0.1045,0,28,28,355,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660
8391,2011-12-21,1,0,12,6,0,3,1,2,0.36,0.3788,0.87,0.0,1,75,76,355,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660
8392,2011-12-21,1,0,12,7,0,3,1,2,0.36,0.3636,0.87,0.1045,5,224,229,355,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660
8393,2011-12-21,1,0,12,8,0,3,1,3,0.36,0.3788,0.93,0.0,12,393,405,355,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660
8394,2011-12-21,1,0,12,9,0,3,1,2,0.4,0.4091,0.87,0.2239,14,220,234,355,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660
8395,2011-12-21,1,0,12,10,0,3,1,2,0.48,0.4697,0.82,0.4179,6,83,89,355,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660
8396,2011-12-21,1,0,12,11,0,3,1,2,0.48,0.4697,0.82,0.4179,3,53,56,355,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660
8397,2011-12-21,1,0,12,12,0,3,1,3,0.46,0.4545,0.88,0.3881,3,58,61,355,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660
8398,2011-12-21,1,0,12,13,0,3,1,3,0.44,0.4394,0.94,0.2985,3,55,58,355,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660
8399,2011-12-21,1,0,12,14,0,3,1,2,0.48,0.4697,0.88,0.3582,11,40,51,355,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660
8400,2011-12-21,1,0,12,15,0,3,1,2,0.48,0.4697,0.88,0.3881,4,57,61,355,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660
8401,2011-12-21,1,0,12,16,0,3,1,3,0.44,0.4394,1.0,0.3284,6,95,101,355,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660
8402,2011-12-21,1,0,12,17,0,3,1,3,0.44,0.4394,1.0,0.3284,3,226,229,355,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660
8403,2011-12-21,1,0,12,18,0,3,1,2,0.44,0.4394,1.0,0.2985,2,278,280,355,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660
8404,2011-12-21,1,0,12,19,0,3,1,2,0.5,0.4848,0.94,0.3284,9,200,209,355,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660
8405,2011-12-21,1,0,12,20,0,3,1,2,0.5,0.4848,0.94,0.3582,5,162,167,355,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660
8406,2011-12-21,1,0,12,21,0,3,1,1,0.5,0.4848,0.88,0.2836,9,114,123,355,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660
8407,2011-12-21,1,0,12,22,0,3,1,1,0.5,0.4848,0.88,0.2537,3,102,105,355,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660
8408,2011-12-21,1,0,12,23,0,3,1,1,0.5,0.4848,0.88,0.194,0,54,54,355,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660
8409,2011-12-22,1,0,12,0,0,4,1,2,0.5,0.4848,0.82,0.1045,3,24,27,356,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068
8410,2011-12-22,1,0,12,1,0,4,1,1,0.44,0.4394,0.94,0.0896,0,15,15,356,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068
8411,2011-12-22,1,0,12,2,0,4,1,1,0.48,0.4697,0.82,0.1045,1,10,11,356,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068
8412,2011-12-22,1,0,12,3,0,4,1,1,0.44,0.4394,0.67,0.1642,0,6,6,356,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068
8413,2011-12-22,1,0,12,4,0,4,1,1,0.38,0.3939,0.82,0.1343,0,3,3,356,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068
8414,2011-12-22,1,0,12,5,0,4,1,1,0.38,0.3939,0.82,0.0,1,15,16,356,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068
8415,2011-12-22,1,0,12,6,0,4,1,1,0.36,0.3788,0.87,0.0,1,63,64,356,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068
8416,2011-12-22,1,0,12,7,0,4,1,1,0.34,0.3636,0.93,0.0,4,182,186,356,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068
8417,2011-12-22,1,0,12,8,0,4,1,2,0.36,0.3788,0.87,0.0,10,333,343,356,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068
8418,2011-12-22,1,0,12,9,0,4,1,2,0.38,0.3939,0.87,0.0896,10,218,228,356,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068
8419,2011-12-22,1,0,12,10,0,4,1,2,0.4,0.4091,0.82,0.0896,13,128,141,356,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068
8420,2011-12-22,1,0,12,11,0,4,1,2,0.44,0.4394,0.77,0.0,10,135,145,356,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068
8421,2011-12-22,1,0,12,12,0,4,1,2,0.48,0.4697,0.55,0.0,22,180,202,356,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068
8422,2011-12-22,1,0,12,13,0,4,1,2,0.46,0.4545,0.63,0.0,21,167,188,356,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068
8423,2011-12-22,1,0,12,14,0,4,1,2,0.46,0.4545,0.63,0.0,23,136,159,356,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068
8424,2011-12-22,1,0,12,15,0,4,1,2,0.48,0.4697,0.59,0.0,28,186,214,356,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068
8425,2011-12-22,1,0,12,16,0,4,1,2,0.46,0.4545,0.63,0.0,30,226,256,356,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068
8426,2011-12-22,1,0,12,17,0,4,1,2,0.44,0.4394,0.67,0.1642,24,332,356,356,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068
8427,2011-12-22,1,0,12,18,0,4,1,2,0.44,0.4394,0.62,0.0896,11,277,288,356,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068
8428,2011-12-22,1,0,12,19,0,4,1,2,0.44,0.4394,0.62,0.0,12,130,142,356,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068
8429,2011-12-22,1,0,12,20,0,4,1,3,0.42,0.4242,0.71,0.0,0,33,33,356,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068
8430,2011-12-22,1,0,12,21,0,4,1,3,0.42,0.4242,0.71,0.0,2,15,17,356,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068
8431,2011-12-22,1,0,12,22,0,4,1,3,0.36,0.3636,0.93,0.1045,0,17,17,356,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068
8432,2011-12-22,1,0,12,23,0,4,1,3,0.4,0.4091,0.87,0.0,1,10,11,356,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068
8433,2011-12-23,1,0,12,0,0,5,1,3,0.4,0.4091,0.87,0.194,2,7,9,357,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209
8434,2011-12-23,1,0,12,1,0,5,1,3,0.4,0.4091,0.87,0.194,1,11,12,357,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209
8435,2011-12-23,1,0,12,2,0,5,1,3,0.38,0.3939,0.94,0.1343,1,12,13,357,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209
8436,2011-12-23,1,0,12,3,0,5,1,3,0.38,0.3939,0.94,0.1343,0,4,4,357,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209
8437,2011-12-23,1,0,12,4,0,5,1,3,0.38,0.3939,0.94,0.2836,0,2,2,357,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209
8438,2011-12-23,1,0,12,5,0,5,1,1,0.36,0.3485,0.93,0.194,0,8,8,357,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209
8439,2011-12-23,1,0,12,6,0,5,1,1,0.38,0.3939,0.82,0.2537,0,40,40,357,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209
8440,2011-12-23,1,0,12,7,0,5,1,1,0.38,0.3939,0.82,0.2239,4,88,92,357,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209
8441,2011-12-23,1,0,12,8,0,5,1,1,0.4,0.4091,0.76,0.2537,9,173,182,357,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209
8442,2011-12-23,1,0,12,9,0,5,1,1,0.4,0.4091,0.66,0.2985,4,152,156,357,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209
8443,2011-12-23,1,0,12,10,0,5,1,1,0.4,0.4091,0.62,0.3582,8,96,104,357,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209
8444,2011-12-23,1,0,12,11,0,5,1,1,0.4,0.4091,0.58,0.4478,26,148,174,357,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209
8445,2011-12-23,1,0,12,12,0,5,1,1,0.4,0.4091,0.54,0.5224,14,156,170,357,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209
8446,2011-12-23,1,0,12,13,0,5,1,1,0.4,0.4091,0.5,0.4627,17,177,194,357,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209
8447,2011-12-23,1,0,12,14,0,5,1,1,0.4,0.4091,0.54,0.4179,23,177,200,357,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209
8448,2011-12-23,1,0,12,15,0,5,1,1,0.38,0.3939,0.54,0.3582,12,191,203,357,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209
8449,2011-12-23,1,0,12,16,0,5,1,1,0.38,0.3939,0.5,0.2985,15,166,181,357,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209
8450,2011-12-23,1,0,12,17,0,5,1,1,0.36,0.3485,0.53,0.2239,11,129,140,357,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209
8451,2011-12-23,1,0,12,18,0,5,1,1,0.36,0.3333,0.5,0.2537,4,91,95,357,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209
8452,2011-12-23,1,0,12,19,0,5,1,1,0.34,0.3333,0.53,0.194,1,75,76,357,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209
8453,2011-12-23,1,0,12,20,0,5,1,1,0.32,0.303,0.61,0.3284,3,47,50,357,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209
8454,2011-12-23,1,0,12,21,0,5,1,1,0.32,0.303,0.61,0.2239,0,32,32,357,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209
8455,2011-12-23,1,0,12,22,0,5,1,1,0.32,0.3182,0.66,0.194,4,43,47,357,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209
8456,2011-12-23,1,0,12,23,0,5,1,1,0.32,0.3333,0.66,0.1343,4,21,25,357,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209
8457,2011-12-24,1,0,12,0,0,6,0,2,0.32,0.3182,0.7,0.1642,3,20,23,358,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011
8458,2011-12-24,1,0,12,1,0,6,0,2,0.32,0.3485,0.66,0.0,1,15,16,358,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011
8459,2011-12-24,1,0,12,2,0,6,0,2,0.32,0.3333,0.66,0.0896,4,22,26,358,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011
8460,2011-12-24,1,0,12,3,0,6,0,2,0.32,0.3333,0.7,0.0896,0,5,5,358,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011
8461,2011-12-24,1,0,12,4,0,6,0,2,0.32,0.3182,0.66,0.1642,0,3,3,358,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011
8462,2011-12-24,1,0,12,5,0,6,0,2,0.32,0.3182,0.66,0.1642,1,3,4,358,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011
8463,2011-12-24,1,0,12,6,0,6,0,2,0.3,0.303,0.75,0.1642,0,10,10,358,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011
8464,2011-12-24,1,0,12,7,0,6,0,1,0.3,0.2727,0.7,0.3582,0,10,10,358,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011
8465,2011-12-24,1,0,12,8,0,6,0,1,0.28,0.2727,0.7,0.194,0,27,27,358,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011
8466,2011-12-24,1,0,12,9,0,6,0,1,0.3,0.2727,0.45,0.4179,3,53,56,358,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011
8467,2011-12-24,1,0,12,10,0,6,0,1,0.3,0.2576,0.42,0.4925,4,52,56,358,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011
8468,2011-12-24,1,0,12,11,0,6,0,1,0.32,0.2879,0.39,0.3582,9,62,71,358,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011
8469,2011-12-24,1,0,12,12,0,6,0,1,0.34,0.3182,0.39,0.2836,15,79,94,358,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011
8470,2011-12-24,1,0,12,13,0,6,0,1,0.34,0.303,0.39,0.2985,24,97,121,358,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011
8471,2011-12-24,1,0,12,14,0,6,0,1,0.34,0.303,0.39,0.2985,15,70,85,358,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011
8472,2011-12-24,1,0,12,15,0,6,0,1,0.32,0.303,0.39,0.2239,15,82,97,358,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011
8473,2011-12-24,1,0,12,16,0,6,0,1,0.32,0.3182,0.42,0.194,25,74,99,358,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011
8474,2011-12-24,1,0,12,17,0,6,0,1,0.28,0.2879,0.45,0.1343,15,53,68,358,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011
8475,2011-12-24,1,0,12,18,0,6,0,1,0.3,0.3182,0.42,0.0896,2,33,35,358,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011
8476,2011-12-24,1,0,12,19,0,6,0,1,0.3,0.3182,0.52,0.0896,1,24,25,358,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011
8477,2011-12-24,1,0,12,20,0,6,0,1,0.26,0.2727,0.56,0.1343,5,19,24,358,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011
8478,2011-12-24,1,0,12,21,0,6,0,1,0.26,0.2576,0.56,0.1642,4,15,19,358,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011
8479,2011-12-24,1,0,12,22,0,6,0,1,0.24,0.2879,0.52,0.0,8,12,20,358,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011
8480,2011-12-24,1,0,12,23,0,6,0,1,0.24,0.2576,0.56,0.0,1,16,17,358,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011
8481,2011-12-25,1,0,12,0,0,0,0,1,0.24,0.2273,0.6,0.194,2,4,6,359,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754
8482,2011-12-25,1,0,12,1,0,0,0,1,0.22,0.2273,0.69,0.1343,2,2,4,359,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754
8483,2011-12-25,1,0,12,2,0,0,0,1,0.22,0.2576,0.75,0.0896,0,2,2,359,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754
8484,2011-12-25,1,0,12,3,0,0,0,1,0.22,0.2727,0.72,0.0,1,3,4,359,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754
8485,2011-12-25,1,0,12,5,0,0,0,1,0.2,0.2273,0.75,0.1045,0,1,1,359,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754
8486,2011-12-25,1,0,12,6,0,0,0,1,0.2,0.2273,0.75,0.1045,0,1,1,359,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754
8487,2011-12-25,1,0,12,7,0,0,0,1,0.22,0.2424,0.8,0.1045,0,4,4,359,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754
8488,2011-12-25,1,0,12,8,0,0,0,1,0.2,0.2121,0.8,0.1642,1,4,5,359,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754
8489,2011-12-25,1,0,12,9,0,0,0,1,0.24,0.2424,0.87,0.1642,3,20,23,359,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754
8490,2011-12-25,1,0,12,10,0,0,0,1,0.26,0.2424,0.81,0.2537,31,12,43,359,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754
8491,2011-12-25,1,0,12,11,0,0,0,1,0.3,0.303,0.7,0.1642,43,42,85,359,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754
8492,2011-12-25,1,0,12,12,0,0,0,1,0.3,0.2727,0.75,0.2985,25,41,66,359,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754
8493,2011-12-25,1,0,12,13,0,0,0,1,0.32,0.303,0.7,0.2537,40,39,79,359,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754
8494,2011-12-25,1,0,12,14,0,0,0,1,0.34,0.3182,0.61,0.2537,41,45,86,359,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754
8495,2011-12-25,1,0,12,15,0,0,0,1,0.34,0.3333,0.61,0.194,43,48,91,359,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754
8496,2011-12-25,1,0,12,16,0,0,0,1,0.36,0.3636,0.57,0.1045,35,51,86,359,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754
8497,2011-12-25,1,0,12,17,0,0,0,1,0.34,0.3333,0.61,0.1343,11,33,44,359,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754
8498,2011-12-25,1,0,12,18,0,0,0,1,0.32,0.3182,0.7,0.194,7,23,30,359,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754
8499,2011-12-25,1,0,12,19,0,0,0,1,0.32,0.3333,0.57,0.1343,2,14,16,359,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754
8500,2011-12-25,1,0,12,20,0,0,0,1,0.32,0.3333,0.49,0.0896,8,18,26,359,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754
8501,2011-12-25,1,0,12,21,0,0,0,1,0.3,0.303,0.56,0.1343,4,15,19,359,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754
8502,2011-12-25,1,0,12,22,0,0,0,1,0.28,0.2727,0.61,0.1642,2,15,17,359,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754
8503,2011-12-25,1,0,12,23,0,0,0,1,0.26,0.2727,0.65,0.1343,2,14,16,359,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754
8504,2011-12-26,1,0,12,0,1,1,0,1,0.22,0.2273,0.75,0.1642,5,6,11,360,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317
8505,2011-12-26,1,0,12,1,1,1,0,1,0.28,0.2727,0.56,0.194,3,7,10,360,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317
8506,2011-12-26,1,0,12,2,1,1,0,1,0.34,0.3182,0.46,0.2239,2,5,7,360,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317
8507,2011-12-26,1,0,12,4,1,1,0,1,0.34,0.303,0.46,0.2985,0,2,2,360,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317
8508,2011-12-26,1,0,12,5,1,1,0,1,0.34,0.303,0.42,0.3881,0,4,4,360,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317
8509,2011-12-26,1,0,12,6,1,1,0,1,0.32,0.303,0.45,0.2836,0,4,4,360,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317
8510,2011-12-26,1,0,12,7,1,1,0,1,0.32,0.3182,0.45,0.194,2,17,19,360,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317
8511,2011-12-26,1,0,12,8,1,1,0,1,0.32,0.3333,0.45,0.1343,5,13,18,360,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317
8512,2011-12-26,1,0,12,9,1,1,0,1,0.34,0.303,0.46,0.2985,24,38,62,360,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317
8513,2011-12-26,1,0,12,10,1,1,0,1,0.34,0.2879,0.42,0.5224,31,39,70,360,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317
8514,2011-12-26,1,0,12,11,1,1,0,1,0.34,0.2879,0.46,0.5821,40,51,91,360,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317
8515,2011-12-26,1,0,12,12,1,1,0,1,0.36,0.3182,0.43,0.4627,34,66,100,360,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317
8516,2011-12-26,1,0,12,13,1,1,0,1,0.38,0.3939,0.4,0.2985,57,83,140,360,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317
8517,2011-12-26,1,0,12,14,1,1,0,1,0.38,0.3939,0.4,0.3284,73,80,153,360,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317
8518,2011-12-26,1,0,12,15,1,1,0,1,0.38,0.3939,0.4,0.2537,26,105,131,360,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317
8519,2011-12-26,1,0,12,16,1,1,0,1,0.36,0.3333,0.43,0.2836,28,69,97,360,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317
8520,2011-12-26,1,0,12,17,1,1,0,1,0.34,0.3182,0.46,0.2239,30,67,97,360,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317
8521,2011-12-26,1,0,12,18,1,1,0,1,0.32,0.3333,0.49,0.0896,21,54,75,360,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317
8522,2011-12-26,1,0,12,19,1,1,0,1,0.3,0.3182,0.65,0.0896,16,49,65,360,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317
8523,2011-12-26,1,0,12,20,1,1,0,1,0.3,0.3182,0.56,0.0896,14,42,56,360,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317
8524,2011-12-26,1,0,12,21,1,1,0,1,0.26,0.303,0.7,0.0,10,39,49,360,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317
8525,2011-12-26,1,0,12,22,1,1,0,1,0.26,0.303,0.7,0.0,5,22,27,360,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317
8526,2011-12-26,1,0,12,23,1,1,0,1,0.26,0.2727,0.7,0.1045,4,25,29,360,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317
8527,2011-12-27,1,0,12,0,0,2,1,1,0.26,0.2576,0.7,0.1642,3,9,12,361,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103,1059,1162
8528,2011-12-27,1,0,12,1,0,2,1,1,0.26,0.2727,0.7,0.1343,0,6,6,361,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103,1059,1162
8529,2011-12-27,1,0,12,2,0,2,1,1,0.26,0.2727,0.7,0.1343,2,2,4,361,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103,1059,1162
